date,site_id,part_id,planned_maintenance,consumption_qty,on_hand_qty,backorder_qty,blocked_qty,forecast_qty,forecast_type,forecast_uplift_pct
1/1/2024,SITE03,P00092,TRUE,5,13,0,0,3,Baseline,0
1/8/2024,SITE03,P00092,FALSE,0,13,0,0,3,Baseline,0
1/15/2024,SITE03,P00092,TRUE,3,10,0,0,3,Baseline,0
1/22/2024,SITE03,P00092,FALSE,4,20,0,0,3,Baseline,0
1/29/2024,SITE03,P00092,FALSE,2,18,0,0,3,Baseline,0
2/5/2024,SITE03,P00092,FALSE,14,4,0,0,4,Baseline,0
2/12/2024,SITE03,P00092,TRUE,0,4,0,0,4,Baseline,0
2/19/2024,SITE03,P00092,TRUE,0,16,0,0,3,Baseline,0
2/26/2024,SITE03,P00092,FALSE,0,16,0,0,3,Baseline,0
3/4/2024,SITE03,P00092,TRUE,2,14,0,0,3,Baseline,0
3/11/2024,SITE03,P00092,FALSE,0,14,0,0,3,Baseline,0
3/18/2024,SITE03,P00092,TRUE,0,14,0,0,2,Baseline,0
3/25/2024,SITE03,P00092,TRUE,1,13,0,0,2,Baseline,0
4/1/2024,SITE03,P00092,FALSE,0,13,0,0,0,Baseline,0
4/8/2024,SITE03,P00092,TRUE,0,13,0,0,0,Baseline,0
4/15/2024,SITE03,P00092,FALSE,0,13,0,0,0,Baseline,0
4/22/2024,SITE03,P00092,FALSE,0,13,0,0,0,Baseline,0
4/29/2024,SITE03,P00092,TRUE,0,13,0,0,0,Adjusted,0.114
5/6/2024,SITE03,P00092,TRUE,3,10,0,0,1,Baseline,0
5/13/2024,SITE03,P00092,FALSE,0,10,0,0,0,Baseline,0
5/20/2024,SITE03,P00092,FALSE,0,25,0,0,0,Baseline,0
5/27/2024,SITE03,P00092,TRUE,0,25,0,0,1,Adjusted,0.348
6/3/2024,SITE03,P00092,TRUE,0,25,0,0,0,Baseline,0
6/10/2024,SITE03,P00092,TRUE,1,24,0,0,0,Adjusted,-0.055
6/17/2024,SITE03,P00092,TRUE,1,23,0,0,1,Baseline,0
6/24/2024,SITE03,P00092,TRUE,4,19,0,0,1,Baseline,0
7/1/2024,SITE03,P00092,TRUE,0,19,0,0,1,Baseline,0
7/8/2024,SITE03,P00092,FALSE,0,19,0,0,1,Baseline,0
7/15/2024,SITE03,P00092,FALSE,4,15,0,0,1,Baseline,0
7/22/2024,SITE03,P00092,FALSE,0,15,0,0,1,Baseline,0
7/29/2024,SITE03,P00092,FALSE,0,15,0,0,1,Baseline,0
8/5/2024,SITE03,P00092,FALSE,0,15,0,0,1,Baseline,0
8/12/2024,SITE03,P00092,FALSE,0,15,0,0,1,Baseline,0
8/19/2024,SITE03,P00092,FALSE,5,10,0,0,1,Baseline,0
8/26/2024,SITE03,P00092,FALSE,2,18,0,0,1,Baseline,0
9/2/2024,SITE03,P00092,FALSE,0,18,0,0,1,Baseline,0
9/9/2024,SITE03,P00092,FALSE,1,17,0,0,1,Baseline,0
9/16/2024,SITE03,P00092,TRUE,2,15,0,0,2,Adjusted,0.188
9/23/2024,SITE03,P00092,TRUE,0,15,0,0,1,Baseline,0
9/30/2024,SITE03,P00092,FALSE,5,21,0,0,2,Adjusted,-0.1
10/7/2024,SITE03,P00092,TRUE,1,20,0,0,2,Adjusted,0.317
10/14/2024,SITE03,P00092,FALSE,0,20,0,0,1,Baseline,0
10/21/2024,SITE03,P00092,FALSE,0,20,0,0,1,Baseline,0
10/28/2024,SITE03,P00092,TRUE,3,17,0,0,2,Adjusted,0.174
11/4/2024,SITE03,P00092,TRUE,0,17,0,0,1,Baseline,0
11/11/2024,SITE03,P00092,TRUE,0,17,0,0,1,Baseline,0
11/18/2024,SITE03,P00092,TRUE,0,17,0,0,1,Baseline,0
11/25/2024,SITE03,P00092,FALSE,0,17,0,0,1,Baseline,0
12/2/2024,SITE03,P00092,FALSE,0,17,0,0,0,Baseline,0
12/9/2024,SITE03,P00092,TRUE,0,17,0,0,0,Adjusted,0.096
12/16/2024,SITE03,P00092,TRUE,1,16,0,0,1,Adjusted,0.091
12/23/2024,SITE03,P00092,FALSE,1,15,0,0,0,Baseline,0
1/3/2022,SITE03,P00093,TRUE,0,9,0,1,0,Baseline,0
1/10/2022,SITE03,P00093,TRUE,0,9,0,0,0,Adjusted,-0.097
1/17/2022,SITE03,P00093,FALSE,0,9,0,0,0,Adjusted,0.155
1/24/2022,SITE03,P00093,TRUE,3,6,0,0,1,Baseline,0
1/31/2022,SITE03,P00093,TRUE,1,15,0,0,1,Baseline,0
2/7/2022,SITE03,P00093,TRUE,1,14,0,0,1,Baseline,0
2/14/2022,SITE03,P00093,TRUE,0,14,0,0,1,Baseline,0
2/21/2022,SITE03,P00093,TRUE,1,13,0,0,1,Adjusted,0.331
2/28/2022,SITE03,P00093,FALSE,0,13,0,0,1,Baseline,0
3/7/2022,SITE03,P00093,TRUE,0,13,0,0,1,Baseline,0
3/14/2022,SITE03,P00093,TRUE,1,12,0,0,1,Baseline,0
3/21/2022,SITE03,P00093,FALSE,0,12,0,0,1,Adjusted,0.123
3/28/2022,SITE03,P00093,TRUE,0,12,0,0,0,Baseline,0
4/4/2022,SITE03,P00093,TRUE,1,11,0,0,0,Baseline,0
4/11/2022,SITE03,P00093,TRUE,1,10,0,0,1,Baseline,0
4/18/2022,SITE03,P00093,TRUE,3,7,0,0,1,Baseline,0
4/25/2022,SITE03,P00093,FALSE,1,6,0,0,1,Baseline,0
5/2/2022,SITE03,P00093,TRUE,1,10,0,0,1,Baseline,0
5/9/2022,SITE03,P00093,TRUE,0,10,0,0,1,Baseline,0
5/16/2022,SITE03,P00093,FALSE,0,10,0,0,1,Baseline,0
5/23/2022,SITE03,P00093,FALSE,2,8,0,0,1,Adjusted,-0.158
5/30/2022,SITE03,P00093,TRUE,1,7,0,0,2,Adjusted,0.341
6/6/2022,SITE03,P00093,FALSE,0,7,0,0,1,Baseline,0
6/13/2022,SITE03,P00093,TRUE,2,5,0,0,1,Baseline,0
6/20/2022,SITE03,P00093,TRUE,2,3,0,0,1,Baseline,0
6/27/2022,SITE03,P00093,TRUE,2,8,0,0,1,Baseline,0
7/4/2022,SITE03,P00093,TRUE,4,12,0,0,2,Baseline,0
7/11/2022,SITE03,P00093,FALSE,6,13,0,0,3,Baseline,0
7/18/2022,SITE03,P00093,TRUE,0,13,0,0,2,Adjusted,0.17
7/25/2022,SITE03,P00093,TRUE,1,12,0,0,2,Baseline,0
8/1/2022,SITE03,P00093,TRUE,1,11,0,0,2,Baseline,0
8/8/2022,SITE03,P00093,FALSE,3,8,0,0,2,Baseline,0
8/15/2022,SITE03,P00093,FALSE,1,7,0,0,2,Baseline,0
8/22/2022,SITE03,P00093,FALSE,0,7,0,0,2,Baseline,0
8/29/2022,SITE03,P00093,TRUE,2,5,0,0,2,Adjusted,0.151
9/5/2022,SITE03,P00093,TRUE,2,9,0,0,1,Baseline,0
9/12/2022,SITE03,P00093,TRUE,1,8,0,0,1,Baseline,0
9/19/2022,SITE03,P00093,FALSE,2,6,0,0,1,Baseline,0
9/26/2022,SITE03,P00093,FALSE,0,11,0,0,1,Baseline,0
10/3/2022,SITE03,P00093,TRUE,0,11,0,0,1,Baseline,0
10/10/2022,SITE03,P00093,TRUE,1,10,0,0,1,Baseline,0
10/17/2022,SITE03,P00093,FALSE,0,10,0,0,1,Baseline,0
10/24/2022,SITE03,P00093,TRUE,1,9,0,0,1,Adjusted,0.262
10/31/2022,SITE03,P00093,FALSE,0,9,0,0,1,Baseline,0
11/7/2022,SITE03,P00093,TRUE,3,13,0,0,1,Baseline,0
11/14/2022,SITE03,P00093,FALSE,0,13,0,0,1,Baseline,0
11/21/2022,SITE03,P00093,FALSE,0,13,0,0,1,Baseline,0
11/28/2022,SITE03,P00093,FALSE,0,13,0,0,1,Baseline,0
12/5/2022,SITE03,P00093,TRUE,1,12,0,0,1,Baseline,0
12/12/2022,SITE03,P00093,TRUE,1,11,0,2,1,Adjusted,0.343
12/19/2022,SITE03,P00093,TRUE,1,10,0,0,1,Baseline,0
12/26/2022,SITE03,P00093,TRUE,1,9,0,0,1,Adjusted,0.105
1/2/2023,SITE03,P00093,FALSE,1,8,0,0,1,Baseline,0
1/9/2023,SITE03,P00093,TRUE,0,8,0,0,1,Baseline,0
1/16/2023,SITE03,P00093,TRUE,1,7,0,0,1,Baseline,0
1/23/2023,SITE03,P00093,TRUE,1,6,0,0,1,Baseline,0
1/30/2023,SITE03,P00093,FALSE,1,5,0,0,1,Adjusted,0.304
2/6/2023,SITE03,P00093,TRUE,0,16,0,0,1,Baseline,0
2/13/2023,SITE03,P00093,TRUE,0,16,0,0,1,Baseline,0
2/20/2023,SITE03,P00093,TRUE,1,15,0,0,1,Baseline,0
2/27/2023,SITE03,P00093,FALSE,1,14,0,0,1,Baseline,0
3/6/2023,SITE03,P00093,TRUE,0,14,0,0,1,Baseline,0
3/13/2023,SITE03,P00093,TRUE,0,14,0,0,0,Baseline,0
3/20/2023,SITE03,P00093,FALSE,3,11,0,0,1,Adjusted,0.074
3/27/2023,SITE03,P00093,TRUE,1,10,0,0,1,Adjusted,0.349
4/3/2023,SITE03,P00093,TRUE,0,10,0,0,1,Baseline,0
4/10/2023,SITE03,P00093,FALSE,0,10,0,0,1,Baseline,0
4/17/2023,SITE03,P00093,FALSE,1,9,0,0,1,Baseline,0
4/24/2023,SITE03,P00093,TRUE,3,6,0,0,1,Baseline,0
5/1/2023,SITE03,P00093,FALSE,0,6,0,0,1,Baseline,0
5/8/2023,SITE03,P00093,FALSE,2,14,0,0,1,Baseline,0
5/15/2023,SITE03,P00093,TRUE,0,14,0,0,1,Baseline,0
5/22/2023,SITE03,P00093,TRUE,0,14,0,0,1,Baseline,0
5/29/2023,SITE03,P00093,FALSE,0,14,0,0,1,Baseline,0
6/5/2023,SITE03,P00093,TRUE,0,14,0,0,1,Baseline,0
6/12/2023,SITE03,P00093,TRUE,2,12,0,0,1,Baseline,0
6/19/2023,SITE03,P00093,FALSE,0,12,0,0,0,Baseline,0
6/26/2023,SITE03,P00093,FALSE,1,11,0,0,1,Baseline,0
7/3/2023,SITE03,P00093,TRUE,1,10,0,0,1,Adjusted,0.112
7/10/2023,SITE03,P00093,FALSE,0,10,0,0,1,Baseline,0
7/17/2023,SITE03,P00093,TRUE,0,10,0,0,0,Baseline,0
7/24/2023,SITE03,P00093,FALSE,2,8,0,0,1,Baseline,0
7/31/2023,SITE03,P00093,FALSE,1,7,0,0,1,Baseline,0
8/7/2023,SITE03,P00093,TRUE,0,7,0,0,1,Baseline,0
8/14/2023,SITE03,P00093,TRUE,3,12,0,0,1,Adjusted,0.286
8/21/2023,SITE03,P00093,FALSE,1,11,0,0,1,Baseline,0
8/28/2023,SITE03,P00093,FALSE,2,9,0,0,1,Baseline,0
9/4/2023,SITE03,P00093,FALSE,0,9,0,0,1,Baseline,0
9/11/2023,SITE03,P00093,TRUE,1,8,0,0,1,Baseline,0
9/18/2023,SITE03,P00093,FALSE,1,7,0,0,1,Baseline,0
9/25/2023,SITE03,P00093,FALSE,0,7,0,0,1,Baseline,0
10/2/2023,SITE03,P00093,TRUE,0,7,0,0,1,Adjusted,0.273
10/9/2023,SITE03,P00093,FALSE,0,7,0,0,1,Baseline,0
10/16/2023,SITE03,P00093,FALSE,5,11,0,0,1,Baseline,0
10/23/2023,SITE03,P00093,FALSE,1,10,0,0,1,Baseline,0
10/30/2023,SITE03,P00093,TRUE,1,9,0,0,1,Baseline,0
11/6/2023,SITE03,P00093,FALSE,4,9,0,0,2,Baseline,0
11/13/2023,SITE03,P00093,TRUE,2,7,0,0,2,Baseline,0
11/20/2023,SITE03,P00093,TRUE,1,17,0,0,2,Baseline,0
11/27/2023,SITE03,P00093,FALSE,0,17,0,0,2,Adjusted,0.098
12/4/2023,SITE03,P00093,TRUE,0,17,0,0,2,Baseline,0
12/11/2023,SITE03,P00093,TRUE,3,14,0,0,1,Baseline,0
12/18/2023,SITE03,P00093,TRUE,1,13,0,0,2,Baseline,0
12/25/2023,SITE03,P00093,TRUE,0,13,0,0,1,Baseline,0
1/1/2024,SITE03,P00093,TRUE,1,12,0,0,1,Baseline,0
1/8/2024,SITE03,P00093,TRUE,1,11,0,0,1,Baseline,0
1/15/2024,SITE03,P00093,TRUE,2,9,0,0,1,Baseline,0
1/22/2024,SITE03,P00093,TRUE,0,9,0,0,1,Baseline,0
1/29/2024,SITE03,P00093,TRUE,0,9,0,0,1,Baseline,0
2/5/2024,SITE03,P00093,FALSE,0,9,0,0,1,Baseline,0
2/12/2024,SITE03,P00093,FALSE,0,9,0,0,1,Baseline,0
2/19/2024,SITE03,P00093,FALSE,3,11,0,0,1,Baseline,0
2/26/2024,SITE03,P00093,TRUE,1,10,0,0,1,Baseline,0
3/4/2024,SITE03,P00093,FALSE,3,7,0,0,1,Baseline,0
3/11/2024,SITE03,P00093,FALSE,1,6,0,0,1,Baseline,0
3/18/2024,SITE03,P00093,TRUE,0,6,0,0,1,Baseline,0
3/25/2024,SITE03,P00093,TRUE,4,7,0,0,2,Adjusted,0.079
4/1/2024,SITE03,P00093,TRUE,1,6,0,0,2,Baseline,0
4/8/2024,SITE03,P00093,FALSE,3,9,0,0,2,Baseline,0
4/15/2024,SITE03,P00093,TRUE,0,9,0,0,2,Baseline,0
4/22/2024,SITE03,P00093,TRUE,2,7,0,0,2,Baseline,0
4/29/2024,SITE03,P00093,TRUE,0,7,0,0,1,Baseline,0
5/6/2024,SITE03,P00093,TRUE,0,7,0,0,1,Baseline,0
5/13/2024,SITE03,P00093,FALSE,0,7,0,0,1,Baseline,0
5/20/2024,SITE03,P00093,FALSE,1,16,0,0,1,Baseline,0
5/27/2024,SITE03,P00093,TRUE,2,14,0,0,1,Baseline,0
6/3/2024,SITE03,P00093,TRUE,2,12,0,0,1,Baseline,0
6/10/2024,SITE03,P00093,TRUE,1,11,0,0,1,Baseline,0
6/17/2024,SITE03,P00093,TRUE,1,10,0,0,1,Baseline,0
6/24/2024,SITE03,P00093,FALSE,1,9,0,0,1,Baseline,0
7/1/2024,SITE03,P00093,FALSE,1,8,0,0,1,Baseline,0
7/8/2024,SITE03,P00093,FALSE,2,16,0,0,1,Baseline,0
7/15/2024,SITE03,P00093,FALSE,1,15,0,0,1,Baseline,0
7/22/2024,SITE03,P00093,TRUE,3,12,0,0,1,Baseline,0
7/29/2024,SITE03,P00093,TRUE,1,11,0,0,1,Baseline,0
8/5/2024,SITE03,P00093,TRUE,0,11,0,0,1,Baseline,0
8/12/2024,SITE03,P00093,TRUE,1,10,0,0,1,Baseline,0
8/19/2024,SITE03,P00093,TRUE,2,8,0,0,1,Adjusted,-0.098
8/26/2024,SITE03,P00093,FALSE,0,8,0,0,1,Baseline,0
9/2/2024,SITE03,P00093,FALSE,0,8,0,0,1,Baseline,0
9/9/2024,SITE03,P00093,TRUE,3,12,0,0,1,Baseline,0
9/16/2024,SITE03,P00093,FALSE,0,12,0,0,1,Baseline,0
9/23/2024,SITE03,P00093,TRUE,2,10,0,0,1,Adjusted,0.314
9/30/2024,SITE03,P00093,TRUE,0,10,0,0,1,Baseline,0
10/7/2024,SITE03,P00093,TRUE,1,9,0,0,1,Adjusted,-0.073
10/14/2024,SITE03,P00093,FALSE,2,7,0,0,1,Baseline,0
10/21/2024,SITE03,P00093,FALSE,2,16,0,0,1,Baseline,0
10/28/2024,SITE03,P00093,TRUE,3,13,0,0,2,Baseline,0
11/4/2024,SITE03,P00093,TRUE,1,12,0,0,1,Baseline,0
11/11/2024,SITE03,P00093,FALSE,0,12,0,0,1,Baseline,0
11/18/2024,SITE03,P00093,TRUE,0,12,0,0,1,Baseline,0
11/25/2024,SITE03,P00093,TRUE,2,10,0,0,1,Baseline,0
12/2/2024,SITE03,P00093,FALSE,0,10,0,0,1,Adjusted,0.135
12/9/2024,SITE03,P00093,TRUE,0,10,0,0,1,Baseline,0
12/16/2024,SITE03,P00093,TRUE,1,9,0,0,1,Baseline,0
12/23/2024,SITE03,P00093,TRUE,2,7,0,0,1,Baseline,0
1/3/2022,SITE03,P00094,FALSE,0,15,0,0,0,Baseline,0
1/10/2022,SITE03,P00094,FALSE,0,15,0,0,0,Baseline,0
1/17/2022,SITE03,P00094,FALSE,2,13,0,0,1,Adjusted,0.223
1/24/2022,SITE03,P00094,FALSE,4,15,0,0,2,Baseline,0
1/31/2022,SITE03,P00094,TRUE,5,10,0,0,2,Baseline,0
2/7/2022,SITE03,P00094,FALSE,2,8,0,0,2,Baseline,0
2/14/2022,SITE03,P00094,FALSE,1,14,0,0,2,Baseline,0
2/21/2022,SITE03,P00094,FALSE,0,14,0,0,2,Baseline,0
2/28/2022,SITE03,P00094,FALSE,6,8,0,0,3,Baseline,0
3/7/2022,SITE03,P00094,FALSE,8,9,0,0,4,Adjusted,0.067
3/14/2022,SITE03,P00094,TRUE,6,3,0,0,5,Adjusted,0.239
3/21/2022,SITE03,P00094,FALSE,3,12,0,0,4,Baseline,0
3/28/2022,SITE03,P00094,FALSE,3,21,0,0,4,Baseline,0
4/4/2022,SITE03,P00094,FALSE,2,19,0,0,3,Adjusted,-0.126
4/11/2022,SITE03,P00094,TRUE,2,17,0,0,4,Adjusted,0.06
4/18/2022,SITE03,P00094,TRUE,3,14,0,0,4,Baseline,0
4/25/2022,SITE03,P00094,FALSE,5,18,0,0,4,Baseline,0
5/2/2022,SITE03,P00094,FALSE,6,12,0,0,4,Baseline,0
5/9/2022,SITE03,P00094,FALSE,6,12,0,0,4,Baseline,0
5/16/2022,SITE03,P00094,TRUE,4,8,0,0,4,Baseline,0
5/23/2022,SITE03,P00094,FALSE,0,15,0,0,3,Baseline,0
5/30/2022,SITE03,P00094,FALSE,4,11,0,0,4,Baseline,0
6/6/2022,SITE03,P00094,FALSE,1,10,0,0,4,Adjusted,0.092
6/13/2022,SITE03,P00094,TRUE,2,20,0,0,4,Baseline,0
6/20/2022,SITE03,P00094,TRUE,0,20,0,0,3,Baseline,0
6/27/2022,SITE03,P00094,TRUE,4,16,0,0,3,Baseline,0
7/4/2022,SITE03,P00094,TRUE,1,15,0,0,2,Baseline,0
7/11/2022,SITE03,P00094,FALSE,1,14,0,0,2,Baseline,0
7/18/2022,SITE03,P00094,FALSE,1,13,0,0,2,Baseline,0
7/25/2022,SITE03,P00094,TRUE,1,12,0,0,2,Baseline,0
8/1/2022,SITE03,P00094,TRUE,0,12,0,0,1,Adjusted,0.151
8/8/2022,SITE03,P00094,FALSE,0,12,0,0,1,Baseline,0
8/15/2022,SITE03,P00094,FALSE,1,11,0,0,1,Adjusted,0.283
8/22/2022,SITE03,P00094,TRUE,1,10,0,0,1,Baseline,0
8/29/2022,SITE03,P00094,FALSE,0,10,0,0,1,Baseline,0
9/5/2022,SITE03,P00094,TRUE,2,8,0,0,1,Baseline,0
9/12/2022,SITE03,P00094,FALSE,0,20,0,0,1,Baseline,0
9/19/2022,SITE03,P00094,TRUE,2,18,0,0,1,Baseline,0
9/26/2022,SITE03,P00094,TRUE,1,17,0,0,1,Adjusted,0.255
10/3/2022,SITE03,P00094,TRUE,1,16,0,0,1,Adjusted,0.065
10/10/2022,SITE03,P00094,TRUE,2,14,0,0,1,Baseline,0
10/17/2022,SITE03,P00094,FALSE,0,14,0,0,1,Adjusted,0.125
10/24/2022,SITE03,P00094,FALSE,1,13,0,0,1,Baseline,0
10/31/2022,SITE03,P00094,TRUE,1,12,0,0,1,Baseline,0
11/7/2022,SITE03,P00094,FALSE,0,12,0,0,1,Adjusted,0.146
11/14/2022,SITE03,P00094,FALSE,2,10,0,0,1,Baseline,0
11/21/2022,SITE03,P00094,TRUE,1,17,0,0,1,Baseline,0
11/28/2022,SITE03,P00094,FALSE,3,14,0,0,1,Baseline,0
12/5/2022,SITE03,P00094,TRUE,1,13,0,0,1,Baseline,0
12/12/2022,SITE03,P00094,FALSE,0,13,0,0,1,Adjusted,0.178
12/19/2022,SITE03,P00094,FALSE,1,12,0,0,1,Baseline,0
12/26/2022,SITE03,P00094,TRUE,1,11,0,0,1,Baseline,0
1/2/2023,SITE03,P00094,FALSE,3,15,0,0,1,Baseline,0
1/9/2023,SITE03,P00094,TRUE,4,11,0,0,2,Baseline,0
1/16/2023,SITE03,P00094,TRUE,2,16,0,0,2,Baseline,0
1/23/2023,SITE03,P00094,TRUE,1,15,0,0,2,Baseline,0
1/30/2023,SITE03,P00094,FALSE,1,14,0,0,2,Adjusted,0.084
2/6/2023,SITE03,P00094,FALSE,4,10,0,0,2,Adjusted,-0.238
2/13/2023,SITE03,P00094,FALSE,3,7,0,0,2,Baseline,0
2/20/2023,SITE03,P00094,FALSE,0,7,0,0,2,Baseline,0
2/27/2023,SITE03,P00094,TRUE,4,11,0,0,2,Baseline,0
3/6/2023,SITE03,P00094,TRUE,4,7,0,0,4,Adjusted,0.339
3/13/2023,SITE03,P00094,FALSE,1,6,0,0,2,Baseline,0
3/20/2023,SITE03,P00094,TRUE,5,1,0,0,3,Adjusted,0.085
3/27/2023,SITE03,P00094,TRUE,1,0,0,0,3,Baseline,0
4/3/2023,SITE03,P00094,FALSE,4,8,4,0,3,Baseline,0
4/10/2023,SITE03,P00094,FALSE,1,7,0,0,2,Baseline,0
4/17/2023,SITE03,P00094,FALSE,0,13,0,0,2,Baseline,0
4/24/2023,SITE03,P00094,FALSE,4,19,0,0,3,Adjusted,0.166
5/1/2023,SITE03,P00094,TRUE,1,18,0,0,2,Baseline,0
5/8/2023,SITE03,P00094,TRUE,2,16,0,0,2,Adjusted,0.06
5/15/2023,SITE03,P00094,FALSE,2,14,0,0,2,Baseline,0
5/22/2023,SITE03,P00094,FALSE,0,14,0,0,2,Adjusted,-0.138
5/29/2023,SITE03,P00094,TRUE,3,11,0,0,2,Baseline,0
6/5/2023,SITE03,P00094,TRUE,0,11,0,0,2,Baseline,0
6/12/2023,SITE03,P00094,TRUE,2,9,0,0,2,Adjusted,-0.118
6/19/2023,SITE03,P00094,TRUE,2,14,0,0,2,Baseline,0
6/26/2023,SITE03,P00094,FALSE,4,10,0,0,2,Baseline,0
7/3/2023,SITE03,P00094,FALSE,2,15,0,0,2,Baseline,0
7/10/2023,SITE03,P00094,TRUE,0,15,0,0,1,Adjusted,-0.116
7/17/2023,SITE03,P00094,FALSE,1,14,0,0,2,Baseline,0
7/24/2023,SITE03,P00094,FALSE,0,14,0,0,1,Baseline,0
7/31/2023,SITE03,P00094,TRUE,1,13,0,0,1,Baseline,0
8/7/2023,SITE03,P00094,FALSE,1,12,0,0,2,Adjusted,0.336
8/14/2023,SITE03,P00094,FALSE,0,12,0,0,1,Baseline,0
8/21/2023,SITE03,P00094,FALSE,0,12,0,0,1,Baseline,0
8/28/2023,SITE03,P00094,FALSE,0,12,0,0,0,Baseline,0
9/4/2023,SITE03,P00094,FALSE,1,11,0,0,1,Baseline,0
9/11/2023,SITE03,P00094,TRUE,0,11,0,0,0,Adjusted,0.119
9/18/2023,SITE03,P00094,TRUE,0,11,0,0,0,Adjusted,0.298
9/25/2023,SITE03,P00094,FALSE,0,11,0,0,0,Adjusted,0.11
10/2/2023,SITE03,P00094,TRUE,1,10,0,0,0,Baseline,0
10/9/2023,SITE03,P00094,TRUE,3,7,0,0,1,Baseline,0
10/16/2023,SITE03,P00094,TRUE,2,17,0,0,1,Adjusted,-0.086
10/23/2023,SITE03,P00094,FALSE,0,17,0,0,1,Baseline,0
10/30/2023,SITE03,P00094,TRUE,0,17,0,0,1,Adjusted,-0.202
11/6/2023,SITE03,P00094,TRUE,3,14,0,0,1,Baseline,0
11/13/2023,SITE03,P00094,TRUE,1,13,0,0,1,Baseline,0
11/20/2023,SITE03,P00094,FALSE,0,13,0,0,1,Baseline,0
11/27/2023,SITE03,P00094,TRUE,0,13,0,0,1,Baseline,0
12/4/2023,SITE03,P00094,FALSE,2,11,0,0,1,Baseline,0
12/11/2023,SITE03,P00094,FALSE,0,11,0,0,1,Baseline,0
12/18/2023,SITE03,P00094,TRUE,2,16,0,0,1,Adjusted,0.216
12/25/2023,SITE03,P00094,TRUE,0,16,0,0,1,Adjusted,0.104
1/1/2024,SITE03,P00094,FALSE,0,16,0,0,1,Baseline,0
1/8/2024,SITE03,P00094,FALSE,0,16,0,0,1,Adjusted,0.238
1/15/2024,SITE03,P00094,FALSE,0,16,0,0,0,Baseline,0
1/22/2024,SITE03,P00094,FALSE,1,15,0,0,1,Baseline,0
1/29/2024,SITE03,P00094,TRUE,2,13,0,0,1,Baseline,0
2/5/2024,SITE03,P00094,TRUE,5,18,0,0,1,Baseline,0
2/12/2024,SITE03,P00094,FALSE,0,18,0,0,1,Baseline,0
2/19/2024,SITE03,P00094,FALSE,1,17,0,0,1,Baseline,0
2/26/2024,SITE03,P00094,TRUE,2,15,0,0,1,Baseline,0
3/4/2024,SITE03,P00094,FALSE,0,15,0,0,1,Baseline,0
3/11/2024,SITE03,P00094,TRUE,2,13,0,0,2,Adjusted,-0.056
3/18/2024,SITE03,P00094,TRUE,2,11,0,0,2,Baseline,0
3/25/2024,SITE03,P00094,TRUE,2,20,0,0,2,Adjusted,0.055
4/1/2024,SITE03,P00094,FALSE,0,20,0,0,1,Baseline,0
4/8/2024,SITE03,P00094,TRUE,2,18,0,0,1,Baseline,0
4/15/2024,SITE03,P00094,TRUE,2,16,0,0,1,Baseline,0
4/22/2024,SITE03,P00094,FALSE,2,14,0,0,2,Baseline,0
4/29/2024,SITE03,P00094,FALSE,0,14,0,0,2,Baseline,0
5/6/2024,SITE03,P00094,FALSE,2,12,0,0,2,Baseline,0
5/13/2024,SITE03,P00094,TRUE,1,11,0,0,1,Adjusted,-0.079
5/20/2024,SITE03,P00094,TRUE,1,10,0,0,2,Adjusted,0.208
5/27/2024,SITE03,P00094,FALSE,7,3,0,0,2,Baseline,0
6/3/2024,SITE03,P00094,TRUE,2,8,0,0,2,Baseline,0
6/10/2024,SITE03,P00094,TRUE,1,18,0,0,2,Adjusted,0.175
6/17/2024,SITE03,P00094,TRUE,2,16,0,0,2,Baseline,0
6/24/2024,SITE03,P00094,TRUE,3,13,0,0,2,Baseline,0
7/1/2024,SITE03,P00094,TRUE,3,10,0,0,2,Adjusted,-0.142
7/8/2024,SITE03,P00094,FALSE,0,10,0,0,2,Baseline,0
7/15/2024,SITE03,P00094,FALSE,0,10,0,0,2,Baseline,0
7/22/2024,SITE03,P00094,TRUE,1,19,0,0,1,Baseline,0
7/29/2024,SITE03,P00094,FALSE,0,19,0,0,1,Baseline,0
8/5/2024,SITE03,P00094,TRUE,1,18,0,0,1,Baseline,0
8/12/2024,SITE03,P00094,FALSE,1,17,0,0,1,Baseline,0
8/19/2024,SITE03,P00094,FALSE,4,13,0,0,1,Baseline,0
8/26/2024,SITE03,P00094,FALSE,4,14,0,0,1,Baseline,0
9/2/2024,SITE03,P00094,FALSE,3,11,0,0,2,Baseline,0
9/9/2024,SITE03,P00094,FALSE,1,10,0,0,2,Baseline,0
9/16/2024,SITE03,P00094,FALSE,0,10,0,0,2,Baseline,0
9/23/2024,SITE03,P00094,FALSE,2,14,0,0,2,Baseline,0
9/30/2024,SITE03,P00094,TRUE,4,10,0,0,2,Baseline,0
10/7/2024,SITE03,P00094,TRUE,0,10,0,0,2,Baseline,0
10/14/2024,SITE03,P00094,FALSE,1,20,0,0,2,Baseline,0
10/21/2024,SITE03,P00094,FALSE,2,18,0,0,2,Baseline,0
10/28/2024,SITE03,P00094,TRUE,0,18,0,0,1,Baseline,0
11/4/2024,SITE03,P00094,TRUE,1,17,0,0,1,Baseline,0
11/11/2024,SITE03,P00094,FALSE,3,14,0,0,2,Adjusted,0.335
11/18/2024,SITE03,P00094,TRUE,0,14,0,0,1,Adjusted,0.078
11/25/2024,SITE03,P00094,TRUE,1,13,0,0,1,Adjusted,-0.194
